,BARGE,BEACON,BEEHIVE,BLINKER,BLOCK,BOAT,GLIDER,HALF_BAKERY,HALF_FLEET,LOAF,LONG_BARGE,LONG_BOAT,MANGO,POND,SHIP,TOAD,TUB
39,0.0,0.0,2.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,20.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
41,0.0,0.0,0.0,28.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
43,0.0,0.0,0.0,24.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
44,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0
45,0.0,0.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
46,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,2.0,52.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
48,0.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,26.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,4.0,26.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
52,0.0,0.0,6.0,16.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
53,0.0,0.0,4.0,50.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
54,0.0,0.0,6.0,8.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55,0.0,0.0,6.0,54.0,8.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
56,0.0,0.0,4.0,60.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
57,0.0,0.0,4.0,42.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,4.0,48.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,4.0,38.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
61,0.0,0.0,6.0,72.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
62,0.0,0.0,6.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,4.0,82.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0
64,0.0,0.0,2.0,93.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0
65,0.0,0.0,4.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
67,0.0,0.0,2.0,31.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
68,0.0,0.0,0.0,18.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
69,0.0,0.0,0.0,44.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,4.0,28.0,8.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
71,0.0,0.0,6.0,42.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0
72,0.0,0.0,2.0,24.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
73,0.0,0.0,2.0,41.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,4.0,21.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
75,0.0,0.0,4.0,35.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
76,0.0,0.0,0.0,41.0,19.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,10.0,2.0
77,0.0,0.0,0.0,64.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,10.0,2.0
78,0.0,0.0,6.0,29.0,17.0,8.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,0.0,2.0
79,0.0,0.0,0.0,24.0,14.0,2.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,3.0,2.0,7.0
80,4.0,0.0,4.0,38.0,15.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,6.0,2.0,2.0
81,0.0,0.0,0.0,34.0,21.0,10.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,4.0,2.0
82,0.0,0.0,4.0,42.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0
83,0.0,0.0,4.0,36.0,7.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0
84,0.0,2.0,1.0,29.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0
85,0.0,2.0,7.0,64.0,25.0,3.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0
86,0.0,0.0,2.0,44.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0
87,0.0,0.0,6.0,40.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0
88,0.0,0.0,4.0,16.0,16.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0
89,1.0,0.0,4.0,20.0,11.0,10.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0
90,0.0,0.0,12.0,17.0,13.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,4.0
91,0.0,0.0,6.0,24.0,13.0,6.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,2.0
92,0.0,0.0,7.0,8.0,15.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,8.0,3.0,2.0
93,0.0,0.0,9.0,27.0,15.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0
94,0.0,0.0,6.0,23.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0
95,0.0,0.0,6.0,24.0,14.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0
96,0.0,0.0,4.0,18.0,17.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,7.0,2.0
97,2.0,0.0,6.0,16.0,12.0,6.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0
98,0.0,0.0,4.0,16.0,14.0,6.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,4.0
99,0.0,0.0,6.0,36.0,14.0,12.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,6.0,0.0,4.0
100,0.0,0.0,10.0,26.0,13.0,6.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0
101,0.0,0.0,8.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,2.0
102,0.0,0.0,8.0,22.0,10.0,6.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,4.0,2.0
103,0.0,0.0,6.0,33.0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
104,2.0,0.0,9.0,39.0,15.0,12.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,4.0
105,0.0,0.0,11.0,37.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0
106,0.0,0.0,7.0,29.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,4.0
107,0.0,0.0,7.0,41.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0
108,0.0,0.0,7.0,37.0,15.0,4.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0,4.0,7.0
109,1.0,0.0,6.0,37.0,20.0,5.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,3.0,2.0
110,0.0,0.0,8.0,31.0,17.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0
111,0.0,0.0,10.0,30.0,13.0,9.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0
112,0.0,0.0,5.0,37.0,14.0,6.0,3.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,4.0,0.0,2.0
113,0.0,0.0,6.0,40.0,19.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0
114,0.0,0.0,6.0,38.0,21.0,5.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0
115,0.0,0.0,5.0,36.0,30.0,5.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,2.0,3.0
116,0.0,0.0,8.0,31.0,25.0,11.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,3.0
117,0.0,0.0,8.0,33.0,19.0,9.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,7.0,0.0,5.0
118,0.0,0.0,10.0,20.0,24.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0
119,0.0,0.0,8.0,30.0,26.0,5.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0
120,0.0,0.0,9.0,28.0,20.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0
121,0.0,0.0,6.0,39.0,22.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,1.0,3.0
122,0.0,0.0,6.0,27.0,14.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0,3.0
123,0.0,0.0,6.0,35.0,23.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,3.0,3.0,3.0
124,0.0,0.0,7.0,21.0,24.0,5.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,3.0,1.0,3.0
125,0.0,0.0,7.0,13.0,19.0,3.0,1.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,3.0,10.0,3.0
126,0.0,0.0,7.0,30.0,16.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,2.0,5.0
127,0.0,1.0,8.0,29.0,19.0,12.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,7.0,0.0,4.0
128,0.0,0.0,7.0,22.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,1.0,3.0
129,0.0,0.0,5.0,14.0,20.0,6.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0,0.0,4.0,2.0,3.0
130,0.0,0.0,8.0,8.0,22.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0
131,3.0,0.0,6.0,19.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0
132,0.0,0.0,8.0,18.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0
133,0.0,0.0,6.0,23.0,19.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0
134,0.0,0.0,6.0,15.0,17.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0
135,0.0,0.0,9.0,31.0,36.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0
136,0.0,0.0,10.0,12.0,27.0,4.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,1.0,3.0
137,0.0,0.0,6.0,18.0,21.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,4.0,0.0,4.0
138,0.0,0.0,6.0,52.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,2.0
139,0.0,0.0,7.0,25.0,23.0,10.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0
140,0.0,0.0,7.0,17.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0
141,0.0,0.0,7.0,14.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,3.0
142,0.0,0.0,7.0,23.0,24.0,9.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0
143,0.0,0.0,5.0,14.0,21.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0
144,0.0,0.0,6.0,16.0,23.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0
145,0.0,0.0,3.0,13.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0
146,0.0,0.0,3.0,17.0,27.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0
147,0.0,0.0,3.0,21.0,22.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,3.0
148,0.0,0.0,3.0,25.0,29.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,4.0
149,0.0,0.0,4.0,19.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0
150,0.0,0.0,3.0,34.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0
151,0.0,0.0,4.0,26.0,21.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,7.0,0.0,5.0
152,0.0,0.0,3.0,25.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,5.0
153,0.0,0.0,5.0,22.0,19.0,6.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,3.0,3.0
154,0.0,0.0,3.0,24.0,20.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,7.0
155,2.0,0.0,4.0,23.0,17.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0
156,0.0,0.0,6.0,16.0,17.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,6.0,0.0,3.0
157,0.0,0.0,6.0,13.0,21.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,7.0,1.0,3.0
158,0.0,0.0,6.0,27.0,21.0,9.0,5.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,7.0,0.0,5.0
159,0.0,0.0,4.0,24.0,20.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,1.0,7.0
160,0.0,0.0,5.0,19.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,5.0
161,0.0,0.0,4.0,20.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,6.0
162,0.0,0.0,6.0,27.0,17.0,9.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,2.0,5.0
163,0.0,0.0,4.0,16.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,5.0,5.0
164,0.0,0.0,4.0,10.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,2.0,6.0
165,0.0,0.0,4.0,26.0,16.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,5.0
166,0.0,0.0,5.0,24.0,21.0,10.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,5.0
167,1.0,0.0,5.0,33.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,5.0
168,0.0,0.0,6.0,33.0,22.0,7.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0
169,0.0,0.0,4.0,40.0,22.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0
170,0.0,0.0,4.0,20.0,23.0,7.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0
171,0.0,0.0,5.0,24.0,25.0,5.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,6.0,0.0,5.0
172,0.0,0.0,5.0,19.0,20.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0
173,0.0,2.0,5.0,30.0,27.0,11.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,5.0
174,1.0,0.0,5.0,14.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,5.0
175,1.0,0.0,5.0,22.0,28.0,5.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,7.0,3.0,5.0
176,0.0,0.0,4.0,17.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,5.0
177,0.0,0.0,6.0,19.0,24.0,7.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0
178,0.0,0.0,5.0,19.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2.0,6.0
179,0.0,0.0,4.0,35.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,5.0
180,0.0,0.0,3.0,24.0,26.0,8.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,5.0
181,2.0,0.0,3.0,39.0,25.0,6.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,4.0,7.0
182,1.0,0.0,6.0,28.0,17.0,7.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0
183,0.0,0.0,6.0,30.0,20.0,5.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,10.0,0.0,5.0
184,1.0,0.0,3.0,35.0,18.0,6.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,6.0,1.0,5.0
185,0.0,0.0,6.0,28.0,24.0,5.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0,1.0,5.0
186,0.0,0.0,5.0,21.0,20.0,6.0,1.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,6.0,0.0,5.0
187,0.0,0.0,5.0,20.0,17.0,7.0,4.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,5.0,0.0,6.0
188,0.0,0.0,6.0,29.0,19.0,6.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,7.0,0.0,5.0
189,0.0,0.0,7.0,30.0,17.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,6.0,1.0,5.0
190,0.0,0.0,6.0,30.0,19.0,8.0,5.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,6.0,0.0,5.0
191,0.0,0.0,8.0,40.0,17.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,7.0,2.0,5.0
192,0.0,0.0,4.0,42.0,17.0,5.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0
193,0.0,0.0,6.0,28.0,18.0,10.0,5.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,10.0,0.0,5.0
194,1.0,0.0,5.0,35.0,21.0,5.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,5.0,0.0,5.0
195,1.0,0.0,5.0,35.0,25.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,5.0,2.0,5.0
